key,summary,category,priority,status,created,resolved,team,region,labels
RET-1502,AS2 certificate expiry caused vendor CapeMills channel outage,Supply Chain EDI,P3,Open,2026-02-23 18:57,,Integration Hub,Gauteng,supply-chain-edi
RET-1503,Dual-message settlement mismatch for trading date 2026-02-19,Payments & EFT,P3,Closed,2026-04-24 10:11,2026-04-25 06:59,Payments Ops,Western Cape,payments-eft
RET-1504,Product images not propagating from PIM to web,Product Master Data,P3,Open,2025-08-08 11:15,,Data Services,Northern Cape,product-master-data
RET-1505,"Tap-to-pay failing on new terminals, store W403",Payments & EFT,P4,Resolved,2026-06-12 07:56,2026-06-13 05:34,Payments Ops,National / Online,payments-eft
RET-1506,Stock-on-hand not syncing to online for DC 17 range,Inventory & Stock Sync,P3,Closed,2026-06-24 16:55,2026-06-25 16:03,Merch Systems,National / Online,inventory-stock-sync
RET-1507,Dual-message settlement mismatch for trading date 2026-01-10,Payments & EFT,P4,Closed,2026-05-12 14:29,2026-05-15 16:15,Payments Ops,Eastern Cape,payments-eft
RET-1508,Bank switch latency above 8s causing tender timeouts,Payments & EFT,P2,Resolved,2026-03-09 14:07,2026-03-10 22:56,Payments Ops,KwaZulu-Natal,payments-eft
RET-1509,Price file failed to deploy to 16 stores overnight,Pricing & Promotions,P3,Resolved,2025-08-04 17:30,2025-08-08 07:30,Merch Systems,Gauteng,pricing-promotions
RET-1510,"Promo price not applying at till for advertised line, store W503",Pricing & Promotions,P3,In Progress,2026-01-27 14:25,,Merch Systems,Western Cape,pricing-promotions
RET-1511,Delivery slot selection failing for Gauteng customers,Online Checkout,P3,In Progress,2025-10-28 15:28,,Digital Commerce,Free State,online-checkout
RET-1512,Duplicate barcodes detected for 23 products,Product Master Data,P4,Open,2025-11-10 09:30,,Data Services,National / Online,product-master-data
RET-1513,Markdown batch stuck — clearance prices not live,Pricing & Promotions,P4,Closed,2025-10-11 12:02,2025-10-16 17:06,Merch Systems,Western Cape,pricing-promotions
RET-1514,AS2 certificate expiry caused vendor FreshCo channel outage,Supply Chain EDI,P3,Closed,2026-01-16 17:37,2026-01-21 06:17,Integration Hub,Gauteng,supply-chain-edi
RET-1515,New season SKUs missing attributes — 51 lines blocked from listing,Product Master Data,P1,Closed,2026-06-02 12:25,2026-06-02 21:26,Data Services,Western Cape,product-master-data
RET-1516,3-D Secure redirect loop on mobile web checkout,Online Checkout,P2,Open,2026-06-07 10:08,,Digital Commerce,Eastern Cape,online-checkout
RET-1517,WRewards points not awarded on qualifying basket,WRewards Loyalty,P1,Closed,2025-11-08 11:32,2025-11-08 20:29,Loyalty Platform,Mpumalanga,wrewards-loyalty
RET-1518,Checkout payment step returning 502 for 4% of sessions,Online Checkout,P3,Closed,2026-06-13 09:18,2026-06-18 14:12,Digital Commerce,KwaZulu-Natal,online-checkout
RET-1519,3-D Secure redirect loop on mobile web checkout,Online Checkout,P2,Closed,2025-10-13 12:42,2025-10-14 20:43,Digital Commerce,KwaZulu-Natal,online-checkout
RET-1520,Basket total mismatch after promo applied at checkout,Online Checkout,P3,Closed,2025-11-13 13:06,2025-11-14 18:25,Digital Commerce,National / Online,online-checkout
RET-1521,Bank switch latency above 8s causing tender timeouts,Payments & EFT,P2,Resolved,2026-01-04 06:01,2026-01-04 18:12,Payments Ops,Free State,payments-eft
RET-1522,"Tap-to-pay failing on new terminals, store W208",Payments & EFT,P4,Closed,2026-04-29 20:08,2026-05-03 03:41,Payments Ops,National / Online,payments-eft
RET-1523,POS terminal offline — store W440 unable to trade on 53 lanes,POS & Tills,P4,Resolved,2025-07-29 18:39,2025-07-31 11:53,Store Systems,Eastern Cape,pos-tills
RET-1524,Picking app not releasing waves at DC 9,Order Fulfilment,P3,Closed,2026-06-12 12:21,2026-06-12 20:39,Fulfilment Tech,Western Cape,order-fulfilment
RET-1525,Cycle-count variance file rejected for store W305,Inventory & Stock Sync,P3,Blocked,2026-06-10 16:14,,Merch Systems,Western Cape,inventory-stock-sync
RET-1526,Bank switch latency above 8s causing tender timeouts,Payments & EFT,P2,Resolved,2025-10-23 11:41,2025-10-24 18:53,Payments Ops,National / Online,payments-eft
RET-1527,"Voucher barcode not scanning at till, store W191",Gift Cards & Vouchers,P3,Closed,2026-05-22 13:33,2026-05-25 05:23,Payments Ops,Mpumalanga,gift-cards-vouchers
RET-1528,Store W425 on 4G failover — degraded POS response,Store Network & Connectivity,P3,Closed,2026-02-28 15:33,2026-03-01 19:15,Network Ops,KwaZulu-Natal,store-network-connectivity
RET-1529,Images not loading on home screen — CDN 403s,Mobile App,P2,Open,2026-04-21 15:45,,Digital Commerce,Gauteng,mobile-app
RET-1530,Voucher PRM-7112 redeemable multiple times — exposure risk,Gift Cards & Vouchers,P4,In Progress,2026-01-19 16:27,,Payments Ops,Limpopo,gift-cards-vouchers
RET-1531,App checkout button unresponsive on iOS 23,Mobile App,P1,Resolved,2026-04-01 20:03,2026-04-02 01:05,Digital Commerce,KwaZulu-Natal,mobile-app
RET-1532,Checkout payment step returning 502 for 23% of sessions,Online Checkout,P2,In Progress,2026-02-24 16:56,,Digital Commerce,Eastern Cape,online-checkout
RET-1533,Bank switch latency above 8s causing tender timeouts,Payments & EFT,P4,Open,2025-09-04 18:47,,Payments Ops,Gauteng,payments-eft
RET-1534,"POS EOD batch stuck at store W510, trading day not closed",POS & Tills,P3,Resolved,2026-06-19 09:50,2026-06-20 16:20,Store Systems,National / Online,pos-tills
RET-1535,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,P3,Open,2026-06-14 12:46,,Digital Commerce,KwaZulu-Natal,online-checkout
RET-1536,Dual-message settlement mismatch for trading date 2026-04-23,Payments & EFT,P2,Open,2026-04-18 17:16,,Payments Ops,KwaZulu-Natal,payments-eft
RET-1537,Same-day delivery cutoff not enforced — late promises made,Order Fulfilment,P2,Closed,2026-06-26 07:31,2026-06-27 09:50,Fulfilment Tech,Western Cape,order-fulfilment
RET-1538,Checkout payment step returning 502 for 23% of sessions,Online Checkout,P2,Open,2026-03-28 12:17,,Digital Commerce,Mpumalanga,online-checkout
RET-1539,WRewards linking failing in app with error ERR-345,WRewards Loyalty,P2,Closed,2025-09-30 17:36,2025-10-01 00:11,Loyalty Platform,Gauteng,wrewards-loyalty
RET-1540,Cycle-count variance file rejected for store W266,Inventory & Stock Sync,P3,Open,2026-01-24 17:09,,Merch Systems,Gauteng,inventory-stock-sync
RET-1541,ASN messages from vendor DairyDirect failing schema validation,Supply Chain EDI,P4,Closed,2026-05-16 10:14,2026-05-16 20:41,Integration Hub,Western Cape,supply-chain-edi
RET-1542,ASN messages from vendor CapeMills failing schema validation,Supply Chain EDI,P3,Resolved,2025-08-16 14:13,2025-08-19 12:17,Integration Hub,Northern Cape,supply-chain-edi
RET-1543,Tier recalculation job failed — member benefits downgraded,WRewards Loyalty,P3,Closed,2026-02-22 18:36,2026-02-26 18:12,Loyalty Platform,KwaZulu-Natal,wrewards-loyalty
RET-1544,"POS EOD batch stuck at store W536, trading day not closed",POS & Tills,P4,Closed,2026-02-19 18:05,2026-02-22 02:33,Store Systems,Free State,pos-tills
RET-1545,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,P4,Closed,2026-06-01 10:00,2026-06-03 20:05,Digital Commerce,Eastern Cape,online-checkout
RET-1546,App crash on product page for Android 41% of sessions,Mobile App,P2,Closed,2026-02-28 07:21,2026-02-28 21:14,Digital Commerce,Western Cape,mobile-app
RET-1547,App checkout button unresponsive on iOS 36,Mobile App,P3,In Progress,2025-11-07 09:41,,Digital Commerce,Gauteng,mobile-app
RET-1548,ASN messages from vendor HomewareHub failing schema validation,Supply Chain EDI,P3,Resolved,2026-05-02 20:17,2026-05-03 15:43,Integration Hub,Gauteng,supply-chain-edi
RET-1549,Push notifications not delivered for order updates,Mobile App,P3,Closed,2025-10-25 18:41,2025-10-29 10:45,Digital Commerce,Free State,mobile-app
RET-1550,Delivery slot selection failing for North West customers,Online Checkout,P2,Closed,2026-04-20 11:30,2026-04-20 22:05,Digital Commerce,KwaZulu-Natal,online-checkout
RET-1551,EFT declines spiking at store W220 — response code 91,Payments & EFT,P3,Closed,2025-12-21 14:22,2025-12-26 11:28,Payments Ops,KwaZulu-Natal,payments-eft
RET-1552,"Tap-to-pay failing on new terminals, store W248",Payments & EFT,P1,In Progress,2025-10-27 10:51,,Payments Ops,Gauteng,payments-eft
RET-1553,Order ORD-896694 split incorrectly across fulfilment nodes,Order Fulfilment,P3,Closed,2025-11-29 17:50,2025-12-04 00:49,Fulfilment Tech,Western Cape,order-fulfilment
RET-1554,Purchase order acknowledgements not reaching vendor DairyDirect,Supply Chain EDI,P3,Resolved,2026-03-19 17:03,2026-03-24 15:24,Integration Hub,Gauteng,supply-chain-edi
RET-1555,ASN messages from vendor TextilePro failing schema validation,Supply Chain EDI,P2,Closed,2025-10-22 08:18,2025-10-23 14:06,Integration Hub,Eastern Cape,supply-chain-edi
RET-1556,Router config drift detected at store W297 after change,Store Network & Connectivity,P2,Closed,2026-02-19 17:31,2026-02-20 05:31,Network Ops,Mpumalanga,store-network-connectivity
RET-1557,Negative SOH values appearing for 4 SKUs after nightly sync,Inventory & Stock Sync,P4,Closed,2026-06-06 07:19,2026-06-09 23:09,Merch Systems,National / Online,inventory-stock-sync
RET-1558,Router config drift detected at store W400 after change,Store Network & Connectivity,P4,Closed,2026-05-22 12:49,2026-05-25 07:10,Network Ops,National / Online,store-network-connectivity
RET-1559,AS2 certificate expiry caused vendor HomewareHub channel outage,Supply Chain EDI,P4,Resolved,2026-06-07 12:27,2026-06-10 23:56,Integration Hub,North West,supply-chain-edi
RET-1560,WRewards linking failing in app with error ERR-967,WRewards Loyalty,P4,Closed,2025-08-04 06:46,2025-08-09 09:29,Loyalty Platform,National / Online,wrewards-loyalty
RET-1561,Card payments timing out across North West stores,Payments & EFT,P2,In Progress,2026-02-08 19:20,,Payments Ops,Western Cape,payments-eft
RET-1562,Picking app not releasing waves at DC 17,Order Fulfilment,P4,Resolved,2026-05-31 11:37,2026-06-05 06:34,Fulfilment Tech,Gauteng,order-fulfilment
RET-1563,Tier recalculation job failed — member benefits downgraded,WRewards Loyalty,P2,Closed,2026-05-24 06:25,2026-05-24 22:56,Loyalty Platform,Western Cape,wrewards-loyalty
RET-1564,Stock sync job overran window by 12 hours — online availability stale,Inventory & Stock Sync,P3,Resolved,2026-02-05 17:31,2026-02-07 14:56,Merch Systems,Gauteng,inventory-stock-sync
RET-1565,Barcode scanner intermittently not reading at store W409,POS & Tills,P3,Closed,2026-01-10 10:19,2026-01-11 17:57,Store Systems,Free State,pos-tills
RET-1566,Delivery slot selection failing for Northern Cape customers,Online Checkout,P1,Open,2025-10-28 13:16,,Digital Commerce,Gauteng,online-checkout
RET-1567,EFT declines spiking at store W193 — response code 91,Payments & EFT,P3,Closed,2026-01-22 20:01,2026-01-26 01:01,Payments Ops,Western Cape,payments-eft
RET-1568,Courier manifest not generated for 35 orders,Order Fulfilment,P4,In Progress,2026-05-29 10:31,,Fulfilment Tech,Western Cape,order-fulfilment
RET-1569,"Mismatch between shelf-edge label and till price, store W266",Pricing & Promotions,P3,Closed,2026-06-14 14:48,2026-06-18 00:09,Merch Systems,KwaZulu-Natal,pricing-promotions
RET-1570,Store W576 on 4G failover — degraded POS response,Store Network & Connectivity,P3,In Progress,2026-02-02 08:08,,Network Ops,Mpumalanga,store-network-connectivity
RET-1571,"Promo price not applying at till for advertised line, store W230",Pricing & Promotions,P3,Closed,2026-03-11 08:25,2026-03-12 06:26,Merch Systems,Free State,pricing-promotions
RET-1572,Same-day delivery cutoff not enforced — late promises made,Order Fulfilment,P3,Closed,2026-03-16 07:15,2026-03-17 12:22,Fulfilment Tech,Gauteng,order-fulfilment
RET-1573,"Promo price not applying at till for advertised line, store W304",Pricing & Promotions,P3,Closed,2025-12-28 19:10,2026-01-01 03:04,Merch Systems,KwaZulu-Natal,pricing-promotions
RET-1574,WRewards points not awarded on qualifying basket,WRewards Loyalty,P2,Closed,2026-03-06 15:54,2026-03-07 11:40,Loyalty Platform,North West,wrewards-loyalty
RET-1575,App crash on product page for Android 28% of sessions,Mobile App,P2,Closed,2025-11-26 12:05,2025-11-27 00:02,Digital Commerce,KwaZulu-Natal,mobile-app
RET-1576,Cycle-count variance file rejected for store W509,Inventory & Stock Sync,P4,Closed,2026-04-30 15:20,2026-05-03 21:31,Merch Systems,KwaZulu-Natal,inventory-stock-sync
RET-1577,Store W566 on 4G failover — degraded POS response,Store Network & Connectivity,P3,Closed,2025-10-07 10:18,2025-10-09 12:47,Network Ops,KwaZulu-Natal,store-network-connectivity
RET-1578,Delivery slot selection failing for KwaZulu-Natal customers,Online Checkout,P2,In Progress,2025-12-10 15:12,,Digital Commerce,Gauteng,online-checkout
RET-1579,"POS EOD batch stuck at store W126, trading day not closed",POS & Tills,P4,Resolved,2025-12-11 12:08,2025-12-15 07:22,Store Systems,National / Online,pos-tills
RET-1580,"Promo price not applying at till for advertised line, store W379",Pricing & Promotions,P4,Open,2026-05-08 18:52,,Merch Systems,Gauteng,pricing-promotions
RET-1581,Store W294 receiving not reflecting in inventory ledger,Inventory & Stock Sync,P1,Resolved,2025-12-21 15:34,2025-12-22 00:30,Merch Systems,Western Cape,inventory-stock-sync
RET-1582,App crash on product page for Android 18% of sessions,Mobile App,P4,Resolved,2026-04-21 20:03,2026-04-24 15:57,Digital Commerce,National / Online,mobile-app
RET-1583,Stock sync job overran window by 17 hours — online availability stale,Inventory & Stock Sync,P3,Open,2026-06-11 12:00,,Merch Systems,National / Online,inventory-stock-sync
RET-1584,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,P4,Closed,2026-06-29 10:12,2026-06-30 18:54,Digital Commerce,Gauteng,online-checkout
RET-1585,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,P4,Closed,2026-06-08 18:06,2026-06-11 00:09,Digital Commerce,Eastern Cape,online-checkout
RET-1586,Router config drift detected at store W341 after change,Store Network & Connectivity,P4,Closed,2026-04-28 11:06,2026-04-30 00:25,Network Ops,Gauteng,store-network-connectivity
RET-1587,Courier manifest not generated for 13 orders,Order Fulfilment,P2,Resolved,2026-03-03 17:11,2026-03-04 01:02,Fulfilment Tech,Western Cape,order-fulfilment
RET-1588,Stock sync job overran window by 56 hours — online availability stale,Inventory & Stock Sync,P3,Resolved,2026-05-13 08:05,2026-05-13 18:05,Merch Systems,Gauteng,inventory-stock-sync
RET-1589,Bank switch latency above 8s causing tender timeouts,Payments & EFT,P3,Open,2026-06-14 08:45,,Payments Ops,Free State,payments-eft
RET-1590,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,P2,Closed,2026-04-30 13:13,2026-05-01 10:35,Digital Commerce,Gauteng,online-checkout
RET-1591,Till 1 frozen on tender screen at store W258,POS & Tills,P2,Open,2026-05-05 16:56,,Store Systems,Western Cape,pos-tills
RET-1592,Card payments timing out across KwaZulu-Natal stores,Payments & EFT,P2,Open,2025-12-23 16:56,,Payments Ops,National / Online,payments-eft
RET-1593,Card payments timing out across Gauteng stores,Payments & EFT,P2,Closed,2025-08-22 11:17,2025-08-23 06:12,Payments Ops,Eastern Cape,payments-eft
RET-1594,Negative SOH values appearing for 22 SKUs after nightly sync,Inventory & Stock Sync,P4,Closed,2026-02-07 13:53,2026-02-12 06:09,Merch Systems,Eastern Cape,inventory-stock-sync
RET-1595,"Primary link down at store W547, all cloud services impacted",Store Network & Connectivity,P3,Resolved,2026-06-02 09:52,2026-06-06 23:33,Network Ops,National / Online,store-network-connectivity
RET-1596,Till 13 frozen on tender screen at store W133,POS & Tills,P4,Closed,2026-06-04 19:32,2026-06-06 09:29,Store Systems,National / Online,pos-tills
RET-1597,Gift card redemption declining with error ERR-779 at store W478,Gift Cards & Vouchers,P3,Closed,2026-05-24 12:47,2026-05-28 16:13,Payments Ops,Gauteng,gift-cards-vouchers
RET-1598,Bulk corporate gift card load failed for 27 cards,Gift Cards & Vouchers,P1,Closed,2026-03-18 11:49,2026-03-18 20:26,Payments Ops,Free State,gift-cards-vouchers
RET-1599,Images not loading on home screen — CDN 403s,Mobile App,P3,Closed,2026-06-14 18:49,2026-06-17 19:36,Digital Commerce,Eastern Cape,mobile-app
RET-1600,App login failing with error ERR-609 after release PRM-9074,Mobile App,P1,Closed,2026-04-27 17:53,2026-04-28 00:45,Digital Commerce,Northern Cape,mobile-app
RET-1601,Delivery slot selection failing for Free State customers,Online Checkout,P3,In Progress,2026-03-17 10:39,,Digital Commerce,Western Cape,online-checkout
RET-1602,Stock sync job overran window by 43 hours — online availability stale,Inventory & Stock Sync,P2,Closed,2025-12-26 20:34,2025-12-27 05:33,Merch Systems,Eastern Cape,inventory-stock-sync
RET-1603,Gift card balance enquiry timing out online,Gift Cards & Vouchers,P1,Closed,2026-01-03 16:24,2026-01-03 22:45,Payments Ops,Western Cape,gift-cards-vouchers
RET-1604,Voucher PRM-3664 redeemable multiple times — exposure risk,Gift Cards & Vouchers,P4,Closed,2026-06-24 08:16,2026-06-29 10:58,Payments Ops,National / Online,gift-cards-vouchers
RET-1605,Barcode scanner intermittently not reading at store W466,POS & Tills,P3,Open,2026-01-07 16:00,,Store Systems,Gauteng,pos-tills
RET-1606,Invoice EDI mismatch blocking GRN for DC 9,Supply Chain EDI,P4,Closed,2026-06-23 11:08,2026-06-28 12:11,Integration Hub,Western Cape,supply-chain-edi
RET-1607,"POS EOD batch stuck at store W132, trading day not closed",POS & Tills,P4,Closed,2025-07-29 16:46,2025-08-03 04:09,Store Systems,Western Cape,pos-tills
RET-1608,EFT declines spiking at store W307 — response code 91,Payments & EFT,P3,In Progress,2025-11-17 14:40,,Payments Ops,Western Cape,payments-eft
RET-1609,AS2 certificate expiry caused vendor HomewareHub channel outage,Supply Chain EDI,P3,Resolved,2026-03-15 16:28,2026-03-18 01:37,Integration Hub,Gauteng,supply-chain-edi
RET-1610,Picking app not releasing waves at DC 15,Order Fulfilment,P3,Closed,2026-01-05 16:07,2026-01-08 03:36,Fulfilment Tech,Eastern Cape,order-fulfilment
RET-1611,EDI 856 backlog of 10 messages at gateway,Supply Chain EDI,P3,Closed,2026-02-16 10:34,2026-02-17 14:17,Integration Hub,Gauteng,supply-chain-edi
RET-1612,App checkout button unresponsive on iOS 16,Mobile App,P4,In Progress,2025-07-01 20:45,,Digital Commerce,KwaZulu-Natal,mobile-app
RET-1613,"POS EOD batch stuck at store W208, trading day not closed",POS & Tills,P1,Resolved,2025-09-01 14:30,2025-09-01 22:33,Store Systems,Western Cape,pos-tills
RET-1614,Card payments timing out across Limpopo stores,Payments & EFT,P3,In Progress,2026-03-08 07:59,,Payments Ops,Western Cape,payments-eft
RET-1615,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,P3,Closed,2026-01-01 14:50,2026-01-04 02:11,Digital Commerce,Western Cape,online-checkout
RET-1616,Voucher PRM-4585 redeemable multiple times — exposure risk,Gift Cards & Vouchers,P3,Resolved,2026-04-27 08:11,2026-04-28 08:32,Payments Ops,Gauteng,gift-cards-vouchers
RET-1617,"Tap-to-pay failing on new terminals, store W578",Payments & EFT,P2,Closed,2026-05-23 10:22,2026-05-23 23:59,Payments Ops,Gauteng,payments-eft
RET-1618,"Voucher barcode not scanning at till, store W460",Gift Cards & Vouchers,P3,Closed,2025-12-18 19:12,2025-12-19 20:40,Payments Ops,National / Online,gift-cards-vouchers
RET-1619,High packet loss to data centre from Western Cape stores,Store Network & Connectivity,P4,Closed,2026-06-24 19:05,2026-06-26 08:45,Network Ops,Limpopo,store-network-connectivity
RET-1620,Push notifications not delivered for order updates,Mobile App,P4,Resolved,2025-11-06 09:50,2025-11-06 22:34,Digital Commerce,Limpopo,mobile-app
RET-1621,Voucher PRM-6252 redeemable multiple times — exposure risk,Gift Cards & Vouchers,P3,Closed,2025-07-31 20:16,2025-08-04 19:18,Payments Ops,Gauteng,gift-cards-vouchers
RET-1622,"Loyalty card lookup timing out at till, store W230",WRewards Loyalty,P4,Closed,2025-11-23 12:44,2025-11-25 23:53,Loyalty Platform,National / Online,wrewards-loyalty
RET-1623,Till 4 frozen on tender screen at store W279,POS & Tills,P1,Closed,2026-06-08 08:25,2026-06-08 19:41,Store Systems,Gauteng,pos-tills
RET-1624,Invoice EDI mismatch blocking GRN for DC 8,Supply Chain EDI,P3,Resolved,2025-07-16 19:35,2025-07-20 05:39,Integration Hub,KwaZulu-Natal,supply-chain-edi
RET-1625,Picking app not releasing waves at DC 17,Order Fulfilment,P3,In Progress,2026-06-03 09:38,,Fulfilment Tech,KwaZulu-Natal,order-fulfilment
RET-1626,Stock-on-hand not syncing to online for DC 5 range,Inventory & Stock Sync,P4,Resolved,2026-06-18 18:09,2026-06-22 13:32,Merch Systems,Gauteng,inventory-stock-sync
RET-1627,"Mismatch between shelf-edge label and till price, store W248",Pricing & Promotions,P3,Resolved,2025-11-03 06:52,2025-11-05 05:12,Merch Systems,Western Cape,pricing-promotions
RET-1628,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,P3,Closed,2025-10-18 10:20,2025-10-23 05:56,Digital Commerce,National / Online,online-checkout
RET-1629,"Primary link down at store W112, all cloud services impacted",Store Network & Connectivity,P4,Closed,2026-03-10 12:22,2026-03-15 09:09,Network Ops,Limpopo,store-network-connectivity
RET-1630,Basket total mismatch after promo applied at checkout,Online Checkout,P4,Resolved,2025-07-19 12:53,2025-07-24 03:48,Digital Commerce,KwaZulu-Natal,online-checkout
RET-1631,EFT declines spiking at store W508 — response code 91,Payments & EFT,P2,Open,2026-02-09 12:38,,Payments Ops,Mpumalanga,payments-eft
RET-1632,POS terminal offline — store W479 unable to trade on 6 lanes,POS & Tills,P3,Closed,2026-05-20 18:13,2026-05-22 19:12,Store Systems,Gauteng,pos-tills
RET-1633,Duplicate vouchers issued to 32 members,WRewards Loyalty,P2,Resolved,2026-01-12 19:47,2026-01-13 17:16,Loyalty Platform,Northern Cape,wrewards-loyalty
RET-1634,Order ORD-519949 split incorrectly across fulfilment nodes,Order Fulfilment,P3,In Progress,2026-01-02 10:07,,Fulfilment Tech,Eastern Cape,order-fulfilment
RET-1635,Order ORD-248644 split incorrectly across fulfilment nodes,Order Fulfilment,P1,Blocked,2025-08-04 12:10,,Fulfilment Tech,Gauteng,order-fulfilment
RET-1636,"Mismatch between shelf-edge label and till price, store W416",Pricing & Promotions,P3,Resolved,2026-04-05 08:03,2026-04-05 21:05,Merch Systems,KwaZulu-Natal,pricing-promotions
RET-1637,Courier manifest not generated for 5 orders,Order Fulfilment,P2,Closed,2025-12-26 15:59,2025-12-27 11:46,Fulfilment Tech,National / Online,order-fulfilment
RET-1638,Gift card balance enquiry timing out online,Gift Cards & Vouchers,P4,Resolved,2026-06-13 13:16,2026-06-15 08:30,Payments Ops,Western Cape,gift-cards-vouchers
RET-1639,Negative SOH values appearing for 54 SKUs after nightly sync,Inventory & Stock Sync,P4,Resolved,2026-04-12 17:50,2026-04-17 01:02,Merch Systems,Western Cape,inventory-stock-sync
RET-1640,Dual-message settlement mismatch for trading date 2026-06-02,Payments & EFT,P3,In Progress,2026-06-28 11:56,,Payments Ops,Gauteng,payments-eft
RET-1641,Negative SOH values appearing for 43 SKUs after nightly sync,Inventory & Stock Sync,P4,Resolved,2026-04-13 17:45,2026-04-14 16:48,Merch Systems,National / Online,inventory-stock-sync
RET-1642,"Receipt printer failure on till 7, store W528",POS & Tills,P4,Resolved,2025-11-20 13:24,2025-11-23 12:51,Store Systems,National / Online,pos-tills
RET-1643,EFT declines spiking at store W439 — response code 91,Payments & EFT,P2,Closed,2025-10-16 06:34,2025-10-16 14:28,Payments Ops,Western Cape,payments-eft
RET-1644,3-D Secure redirect loop on mobile web checkout,Online Checkout,P1,Resolved,2026-06-25 15:43,2026-06-26 02:26,Digital Commerce,Western Cape,online-checkout
RET-1645,"Receipt printer failure on till 12, store W342",POS & Tills,P3,Closed,2026-04-13 07:08,2026-04-15 00:26,Store Systems,Western Cape,pos-tills
RET-1646,"POS EOD batch stuck at store W388, trading day not closed",POS & Tills,P3,Resolved,2025-10-06 19:59,2025-10-10 22:30,Store Systems,KwaZulu-Natal,pos-tills
RET-1647,POS terminal offline — store W331 unable to trade on 20 lanes,POS & Tills,P3,Closed,2026-06-19 14:21,2026-06-21 04:40,Store Systems,Eastern Cape,pos-tills
RET-1648,POS terminal offline — store W331 unable to trade on 20 lanes,POS & Tills,P2,Open,2025-12-05 15:04,,Store Systems,Western Cape,pos-tills
RET-1649,Courier manifest not generated for 5 orders,Order Fulfilment,P4,Resolved,2025-12-29 14:57,2025-12-31 17:54,Fulfilment Tech,National / Online,order-fulfilment
RET-1650,WRewards linking failing in app with error ERR-705,WRewards Loyalty,P2,In Progress,2025-12-06 20:45,,Loyalty Platform,Western Cape,wrewards-loyalty
RET-1651,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,P3,Closed,2026-03-20 20:46,2026-03-24 04:08,Digital Commerce,Mpumalanga,online-checkout
RET-1652,Click-and-collect orders stuck in ALLOCATED for store W345,Order Fulfilment,P3,In Progress,2026-02-06 20:34,,Fulfilment Tech,KwaZulu-Natal,order-fulfilment
RET-1653,"Loyalty card lookup timing out at till, store W578",WRewards Loyalty,P3,Blocked,2026-01-25 09:48,,Loyalty Platform,Gauteng,wrewards-loyalty
RET-1654,Router config drift detected at store W499 after change,Store Network & Connectivity,P2,Resolved,2025-09-02 10:36,2025-09-03 04:17,Network Ops,Northern Cape,store-network-connectivity
RET-1655,3-D Secure redirect loop on mobile web checkout,Online Checkout,P3,Resolved,2025-07-05 20:58,2025-07-08 11:35,Digital Commerce,KwaZulu-Natal,online-checkout
RET-1656,Basket total mismatch after promo applied at checkout,Online Checkout,P3,Resolved,2026-01-14 08:18,2026-01-17 07:40,Digital Commerce,Eastern Cape,online-checkout
RET-1657,Store W139 receiving not reflecting in inventory ledger,Inventory & Stock Sync,P3,Resolved,2026-03-24 12:49,2026-03-26 23:36,Merch Systems,Western Cape,inventory-stock-sync
RET-1658,Negative SOH values appearing for 21 SKUs after nightly sync,Inventory & Stock Sync,P4,In Progress,2026-04-17 18:31,,Merch Systems,National / Online,inventory-stock-sync
RET-1659,Delivery slot selection failing for Mpumalanga customers,Online Checkout,P4,In Progress,2026-04-17 10:50,,Digital Commerce,National / Online,online-checkout
RET-1660,AS2 certificate expiry caused vendor CapeMills channel outage,Supply Chain EDI,P3,Closed,2026-02-09 07:56,2026-02-09 18:19,Integration Hub,Free State,supply-chain-edi
RET-1661,"Receipt printer failure on till 14, store W111",POS & Tills,P2,Closed,2026-06-01 19:00,2026-06-02 01:09,Store Systems,Free State,pos-tills
RET-1662,Barcode scanner intermittently not reading at store W466,POS & Tills,P4,Closed,2025-10-23 20:27,2025-10-28 02:52,Store Systems,Western Cape,pos-tills
RET-1663,Barcode scanner intermittently not reading at store W540,POS & Tills,P2,Resolved,2026-06-28 13:18,2026-06-29 19:17,Store Systems,KwaZulu-Natal,pos-tills
RET-1664,"Receipt printer failure on till 15, store W207",POS & Tills,P3,Closed,2026-03-11 10:43,2026-03-15 00:10,Store Systems,Gauteng,pos-tills
RET-1665,EFT declines spiking at store W354 — response code 91,Payments & EFT,P4,Resolved,2025-07-28 07:22,2025-07-31 19:43,Payments Ops,National / Online,payments-eft
RET-1666,"Loyalty card lookup timing out at till, store W149",WRewards Loyalty,P3,Resolved,2026-01-11 10:24,2026-01-15 21:46,Loyalty Platform,National / Online,wrewards-loyalty
RET-1667,"Tap-to-pay failing on new terminals, store W560",Payments & EFT,P4,Closed,2025-09-14 13:22,2025-09-15 12:00,Payments Ops,Western Cape,payments-eft
